inchiKey,smiles,MolView_url,homo,lumo,verticalExcitationEnergy,redoxPotentialS0,redoxPotentialS1,redoxPotentialT1,dipoleMomentS0,dipoleMomentS1,dipoleMomentT1,zero0s1,zero0t1,ionizationPotential,source_directory
WZVJEYGYZXVVSZ-UHFFFAOYSA-N,FC(Oc1coc(n1)c1cc2c3cc(c4occ(n4)OC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1occ(n1)OC(F)(F)F)cc(c5ccc4)c1occ(n1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1coc(n1)c1cc2c3cc(c4occ(n4)OC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1occ(n1)OC(F)(F)F)cc(c5ccc4)c1occ(n1)OC(F)(F)F)(F)F,-5.76,-3.14,2.83,-4.28,,,0.17,0.17,0.11,,,0.06,/scratch/abreha.b/dibenzoperylenes
WZWMCUBBMSCZSX-FMQUCBEESA-N,Fc1coc(n1)c1ccc(o1)/N=N/c1ccc(o1)c1occ(n1)F,http://molview.org/?q=Fc1coc(n1)c1ccc(o1)/N=N/c1ccc(o1)c1occ(n1)F,-6.16,-3.27,2.88,1.24,-0.95,,0.0,0.0,0.0,2.19,,7.09,/scratch/adrion.d/workflow/furan_trans
WZXCMUFOAYQGOH-VAVLHINXSA-N,FC(/N=C\c1ccc(s1)/N=N/c1ccc(s1)/C=N\C(F)(F)F)(F)F,http://molview.org/?q=FC(/N=C\c1ccc(s1)/N=N/c1ccc(s1)/C=N\C(F)(F)F)(F)F,-6.85,-3.72,2.81,1.85,,1.03,11.52,11.52,11.05,,0.82,7.96,/scratch/abreha.b/photoswitch_flows/thiophene_trans
WZXCMUFOAYQGOH-YLKSDFICSA-N,FC(/N=C\c1ccc(s1)/N=N\c1ccc(s1)/C=N/C(F)(F)F)(F)F,http://molview.org/?q=FC(/N=C\c1ccc(s1)/N=N\c1ccc(s1)/C=N/C(F)(F)F)(F)F,-6.78,-3.56,1.49,1.66,,1.39,4.64,4.64,3.43,,0.27,7.86,/scratch/agarwal.sni/1-1
XAEZHDHLNLXJHC-QURGRASLSA-N,[O-][N+](=O)c1cnc(s1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ncc(s1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1cnc(s1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ncc(s1)[N+](=O)[O-],-6.88,-3.63,2.72,2.11,,0.67,0.0,0.0,5.9,,1.44,7.95,/scratch/adrion.d/workflow/benzene_trans
XANASUINKUBZFT-OCEACIFDSA-N,Oc1cnc(nc1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ncc(cn1)O,http://molview.org/?q=Oc1cnc(nc1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ncc(cn1)O,-6.45,-2.83,2.75,1.7,,0.23,0.0,0.0,0.0,,1.47,7.08,/scratch/adrion.d/workflow/benzene_trans
XAUGSJLRJBNJBS-UHFFFAOYSA-N,O=Cn1c(C#N)ccc1[C@]1(C#N)N=N1,http://molview.org/?q=O=Cn1c(C#N)ccc1[C@]1(C#N)N=N1,-7.64,-2.92,3.63,2.55,-0.73,,6.27,6.27,7.89,3.28,,9.15,/scratch/abreha.b/diazirines
XAZVFHMZLBNNPU-UHFFFAOYSA-N,Clc1ccc(cc1)c1cc2c3cc(c4ccc(cc4)Cl)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(cc1)Cl)cc(c5ccc4)c1ccc(cc1)Cl,http://molview.org/?q=Clc1ccc(cc1)c1cc2c3cc(c4ccc(cc4)Cl)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(cc1)Cl)cc(c5ccc4)c1ccc(cc1)Cl,-5.45,-2.49,3.04,1.46,,,0.0,0.0,0.0,,,0.07,/scratch/abreha.b/dibenzoperylenes
XBJCAJFOFLJEQX-UHFFFAOYSA-N,CC1=CC=C(S1(=O)=O)c1cc2c3cc(c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(S1(=O)=O)C)cc(c5ccc4)C1=CC=C(S1(=O)=O)C)C1=CC=C(S1(=O)=O)C,http://molview.org/?q=CC1=CC=C(S1(=O)=O)c1cc2c3cc(c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(S1(=O)=O)C)cc(c5ccc4)C1=CC=C(S1(=O)=O)C)C1=CC=C(S1(=O)=O)C,-5.71,-3.06,2.87,,,,10.61,10.61,8.95,1.8,,0.06,/scratch/abreha.b/dibenzoperylenes
XBRMAQHRKMIYQQ-UHFFFAOYSA-N,Clc1ncc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1cnc([nH]1)Cl,http://molview.org/?q=Clc1ncc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1cnc([nH]1)Cl,-5.42,-2.51,1.5,,,,9.41,9.41,9.19,2.03,1.2,,/scratch/abreha.b/dibenzoperylenes_2sub
XDGAJCODVAFQOH-UHFFFAOYSA-N,FC(OC1(N=N1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(OC1(N=N1)OC(F)(F)F)(F)F,-9.13,-3.16,3.53,2.42,-1.15,-0.19,0.43,0.43,2.07,3.57,2.61,9.23,/scratch/abreha.b/diazirines
XDNIHYGZNNWMOJ-UHFFFAOYSA-N,Fc1cnc(o1)c1cc2c3cc(c4ncc(o4)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(o1)F)cc(c5ccc4)c1ncc(o1)F,http://molview.org/?q=Fc1cnc(o1)c1cc2c3cc(c4ncc(o4)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ncc(o1)F)cc(c5ccc4)c1ncc(o1)F,-5.64,-2.99,2.84,-4.24,,,1.06,1.06,1.03,,,-0.01,/scratch/abreha.b/dibenzoperylenes
XDSADWVWSKDHSO-UHFFFAOYSA-N,Cn1c(ccc1C(F)(F)F)c1cc2c3cc(c4ccc(n4C)C(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(n1C)C(F)(F)F)cc(c5ccc4)c1ccc(n1C)C(F)(F)F,http://molview.org/?q=Cn1c(ccc1C(F)(F)F)c1cc2c3cc(c4ccc(n4C)C(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(n1C)C(F)(F)F)cc(c5ccc4)c1ccc(n1C)C(F)(F)F,-5.65,-2.66,2.98,-4.23,-6.35,-5.87,0.0,0.0,0.0,2.12,1.64,0.16,/scratch/abreha.b/dibenzoperylenes
XEBZNXDFTCMMMD-OCEACIFDSA-N,COc1ccc([nH]1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc([nH]1)OC,http://molview.org/?q=COc1ccc([nH]1)c1ccc(cc1)/N=N/c1ccc(cc1)c1ccc([nH]1)OC,-5.33,-2.5,2.82,0.55,,,0.0,0.0,7.25,,,5.97,/scratch/adrion.d/workflow/benzene_trans
XECPDTPOJORBRT-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ccc(s1)OC)C#N)c1ccc(s1)OC,http://molview.org/?q=N#Cc1c(cc(cc1c1ccc(s1)OC)C#N)c1ccc(s1)OC,-6.1,-2.74,3.03,-1.18,,-3.44,5.66,5.66,9.18,,2.26,7.43,/scratch/adrion.d/workflow/dicyanobenzene_2_5
XEHTXGWIUJETJE-UHFFFAOYSA-N,N#Cc1cc(c(c(c1)C1=CC=CS1(=O)=O)C#N)C1=CC=CS1(=O)=O,http://molview.org/?q=N#Cc1cc(c(c(c1)C1=CC=CS1(=O)=O)C#N)C1=CC=CS1(=O)=O,-7.17,-3.79,3.35,-0.16,,-2.18,14.34,14.34,12.73,,2.02,8.78,/scratch/adrion.d/workflow/dicyanobenzene_2_5
XEMSEOUSOFZWHP-UHFFFAOYSA-N,[O-][N+](=O)c1ccc([nH]1)[C@@]1(N=N1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1ccc([nH]1)[C@@]1(N=N1)[N+](=O)[O-],-7.52,-3.35,3.51,2.56,-0.32,,5.57,5.57,8.34,2.88,,9.23,/scratch/abreha.b/diazirines
XFBWTMXPYPDQRW-FMQUCBEESA-N,SC1=CC=C(C1)c1ccc(s1)/N=N/c1ccc(s1)C1=CC=C(C1)S,http://molview.org/?q=SC1=CC=C(C1)c1ccc(s1)/N=N/c1ccc(s1)C1=CC=C(C1)S,-5.15,-2.88,2.47,0.26,,-0.22,2.81,2.81,3.17,,0.48,5.86,/scratch/abreha.b/photoswitch_flows/thiophene_trans
XFBWTMXPYPDQRW-VXPUYCOJSA-N,SC1=CC=C(C1)c1ccc(s1)/N=N\c1ccc(s1)C1=CC=C(C1)S,http://molview.org/?q=SC1=CC=C(C1)c1ccc(s1)/N=N\c1ccc(s1)C1=CC=C(C1)S,-5.2,-2.89,2.29,0.22,,0.29,6.11,6.11,0.0,,-0.07,5.84,/scratch/mileson.b/thiophene_cis
XGAJYNNFXMJFEO-UHFFFAOYSA-N,FC(c1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(s1)C(F)(F)F)(F)F,http://molview.org/?q=FC(c1ccc(s1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(s1)C(F)(F)F)(F)F,-5.5,-2.6,1.51,,,,4.7,4.7,4.62,2.02,1.2,,/scratch/abreha.b/dibenzoperylenes_2sub
XHBGMOUYDPMOMP-FMQUCBEESA-N,Fc1cnc(s1)c1ccc(s1)/N=N/c1ccc(s1)c1ncc(s1)F,http://molview.org/?q=Fc1cnc(s1)c1ccc(s1)/N=N/c1ccc(s1)c1ncc(s1)F,-6.04,-3.26,2.89,1.1,,,2.76,2.76,2.24,,,6.86,/scratch/abreha.b/photoswitch_flows/thiophene_trans
XHBGMOUYDPMOMP-VXPUYCOJSA-N,Fc1cnc(s1)c1ccc(s1)/N=N\c1ccc(s1)c1ncc(s1)F,http://molview.org/?q=Fc1cnc(s1)c1ccc(s1)/N=N\c1ccc(s1)c1ncc(s1)F,-6.03,-3.21,2.39,0.97,,0.8,5.29,5.29,4.76,,0.17,6.8,/scratch/mileson.b/thiophene_cis
XHJDAOXUHIPYRI-UHFFFAOYSA-N,FC(OC1=CC=C(S1(=O)=O)c1cc2c3cc(c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(S1(=O)=O)OC(F)(F)F)cc(c5ccc4)C1=CC=C(S1(=O)=O)OC(F)(F)F)C1=CC=C(S1(=O)=O)OC(F)(F)F)(F)F,http://molview.org/?q=FC(OC1=CC=C(S1(=O)=O)c1cc2c3cc(c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(S1(=O)=O)OC(F)(F)F)cc(c5ccc4)C1=CC=C(S1(=O)=O)OC(F)(F)F)C1=CC=C(S1(=O)=O)OC(F)(F)F)(F)F,-5.84,-3.18,2.97,,,,0.01,0.01,0.7,,0.26,0.05,/scratch/abreha.b/dibenzoperylenes
XHLKTQGUSYKRNH-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(n1C)c1cc2c3cc(c4ccc(n4C)[N+](=O)[O-])c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(n1C)[N+](=O)[O-])cc(c5ccc4)c1ccc(n1C)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1ccc(n1C)c1cc2c3cc(c4ccc(n4C)[N+](=O)[O-])c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(n1C)[N+](=O)[O-])cc(c5ccc4)c1ccc(n1C)[N+](=O)[O-],-5.84,-2.99,3.0,-4.26,-6.23,-4.52,3.43,3.43,3.23,1.97,0.26,0.07,/scratch/abreha.b/dibenzoperylenes
XHSAZBNXKNIAKB-UHFFFAOYSA-N,[O-][N+](=O)c1ncc([nH]1)[C@@]1(N=N1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1ncc([nH]1)[C@@]1(N=N1)[N+](=O)[O-],-7.89,-3.49,3.6,2.92,-0.14,0.57,4.87,4.87,9.63,3.06,2.35,9.69,/scratch/abreha.b/diazirines
XICAZMHZWNAGJT-UHFFFAOYSA-N,Oc1ccc(s1)c1cc2c3cc(c4ccc(s4)O)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(s1)O)cc(c5ccc4)c1ccc(s1)O,http://molview.org/?q=Oc1ccc(s1)c1cc2c3cc(c4ccc(s4)O)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(s1)O)cc(c5ccc4)c1ccc(s1)O,-5.18,-2.49,2.95,0.38,-1.49,-0.73,5.97,5.97,5.8,1.87,1.11,0.08,/scratch/abreha.b/dibenzoperylenes
XICRBQHEQWMQPJ-WCWDXBQESA-N,Oc1ncc([nH]1)c1ccc(cc1)/N=N/c1ccc(cc1)c1cnc([nH]1)O,http://molview.org/?q=Oc1ncc([nH]1)c1ccc(cc1)/N=N/c1ccc(cc1)c1cnc([nH]1)O,-5.8,-2.65,2.79,0.99,,-0.06,1.26,1.26,5.21,,1.05,6.58,/scratch/adrion.d/workflow/benzene_trans
XIXVYJSBTZVSOC-UHFFFAOYSA-N,O=S1(=O)C=CC=C1c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=CS1(=O)=O,http://molview.org/?q=O=S1(=O)C=CC=C1c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1C1=CC=CS1(=O)=O,-5.61,-3.0,1.48,,,,5.55,5.55,4.14,1.98,1.02,,/scratch/abreha.b/dibenzoperylenes_2sub
XJFLSTJYJASTTK-UHFFFAOYSA-N,O=Cn1c(O)ccc1c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(n1C=O)O,http://molview.org/?q=O=Cn1c(O)ccc1c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(n1C=O)O,-6.09,-3.15,2.16,1.2,-1.03,-0.36,2.33,2.33,19.85,2.23,1.56,7.11,/scratch/adrion.d/workflow/anthracene
XKBXMNCOHQRVEF-FOCLMDBBSA-N,ClC#Cc1ccc(s1)/N=N/c1ccc(s1)C#CCl,http://molview.org/?q=ClC#Cc1ccc(s1)/N=N/c1ccc(s1)C#CCl,-6.15,-3.16,3.07,1.2,,0.34,0.0,0.0,0.0,,0.86,6.99,/scratch/abreha.b/photoswitch_flows/thiophene_trans
XKBXMNCOHQRVEF-NXVVXOECSA-N,ClC#Cc1ccc(s1)/N=N\c1ccc(s1)C#CCl,http://molview.org/?q=ClC#Cc1ccc(s1)/N=N\c1ccc(s1)C#CCl,-6.1,-3.07,2.42,1.06,,0.85,5.19,5.19,4.48,,0.21,6.9,/scratch/mileson.b/thiophene_cis
XKOIWKKHOLSVAX-HKDSNFNUSA-N,CO/C=C/c1ccc2c(c1)c1cc3c4ccc(cc4c4n3[B@@-]3(n1c2cc1-c2cc(/C=C\OC)ccc2-c([n+]31)c4)Cl)/C=C/OC,http://molview.org/?q=CO/C=C/c1ccc2c(c1)c1cc3c4ccc(cc4c4n3[B@@-]3(n1c2cc1-c2cc(/C=C\OC)ccc2-c([n+]31)c4)Cl)/C=C/OC,-5.34,-2.3,2.46,0.57,-1.64,,10.12,10.12,,2.21,,5.88,/scratch/abreha.b/descriptor_project/subpc
XLEGUMMIGGVXKB-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ncc(cn1)O)C#N)c1ncc(cn1)O,http://molview.org/?q=N#Cc1c(cc(cc1c1ncc(cn1)O)C#N)c1ncc(cn1)O,-6.92,-2.92,3.78,-0.94,,-3.72,7.9,7.9,9.89,,2.78,8.29,/scratch/adrion.d/workflow/dicyanobenzene_2_5
XLXAYTWNPGTNSG-UHFFFAOYSA-N,c1nnc(nn1)c1cc2c3cc(c4nncnn4)c4c5c3c(c3c2c2c1cccc2c(c3)c1nncnn1)cc(c5ccc4)c1nncnn1,http://molview.org/?q=c1nnc(nn1)c1cc2c3cc(c4nncnn4)c4c5c3c(c3c2c2c1cccc2c(c3)c1nncnn1)cc(c5ccc4)c1nncnn1,-5.91,-3.22,2.36,1.15,,-0.21,0.0,0.0,0.92,,1.36,6.8,/scratch/abreha.b/dibenzoperylenes
XNWSCCZGXTUIAV-WCWDXBQESA-N,Fc1coc(n1)c1ccc(cc1)/N=N/c1ccc(cc1)c1occ(n1)F,http://molview.org/?q=Fc1coc(n1)c1ccc(cc1)/N=N/c1ccc(cc1)c1occ(n1)F,-6.56,-3.04,2.71,1.68,,0.62,0.0,0.0,3.51,,1.06,7.48,/scratch/adrion.d/workflow/benzene_trans
XNXCXENKTKRNJU-NYEUIXQESA-N,O/C=C\c1ccc(o1)/N=N/c1ccc(o1)/C=C\O,http://molview.org/?q=O/C=C\c1ccc(o1)/N=N/c1ccc(o1)/C=C\O,-5.47,-2.71,2.8,,,,1.77,1.77,1.59,2.1,0.72,6.35,/scratch/adrion.d/workflow/furan_trans
XOQGXSYVWVOCNN-FOCLMDBBSA-N,Fc1nnc(nn1)c1ccc(o1)/N=N/c1ccc(o1)c1nnc(nn1)F,http://molview.org/?q=Fc1nnc(nn1)c1ccc(o1)/N=N/c1ccc(o1)c1nnc(nn1)F,-6.66,-3.62,2.44,1.66,-0.5,,0.0,0.0,2.13,2.16,,7.76,/scratch/adrion.d/workflow/furan_trans
XOWBFOLEPIDIHX-UHFFFAOYSA-N,O=Cn1c(C)ccc1c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(n1C=O)C,http://molview.org/?q=O=Cn1c(C)ccc1c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc(n1C=O)C,-6.35,-3.13,2.18,1.41,-0.81,,5.07,5.07,13.72,2.22,,7.23,/scratch/adrion.d/workflow/anthracene
XPFBQFTXZFDQIM-UHFFFAOYSA-N,COc1ccc([nH]1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc([nH]1)OC,http://molview.org/?q=COc1ccc([nH]1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1ccc([nH]1)OC,-5.64,-2.96,1.78,,,,4.46,4.46,6.9,1.78,1.54,6.47,/scratch/adrion.d/workflow/anthracene
XPVUVRIUPCAJTM-SFECMWDFSA-N,F/C=C\c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=C\F,http://molview.org/?q=F/C=C\c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=C\F,-6.94,-3.17,2.56,2.06,-0.84,0.03,1.26,1.26,8.17,2.9,2.03,8.11,/scratch/adrion.d/workflow/anthracene
XQFPONIHCGDLKU-UHFFFAOYSA-N,FC(c1ccc(nc1)[C@@]1(N=N1)C(F)(F)F)(F)F,http://molview.org/?q=FC(c1ccc(nc1)[C@@]1(N=N1)C(F)(F)F)(F)F,-8.02,-2.72,3.84,3.13,-0.43,0.18,2.05,2.05,6.17,3.56,2.95,9.58,/scratch/abreha.b/diazirines
XQGXFJJBYKALIK-UHFFFAOYSA-N,Fc1coc(n1)[C@]1(F)N=N1,http://molview.org/?q=Fc1coc(n1)[C@]1(F)N=N1,-7.53,-2.89,3.19,2.61,-0.45,0.18,2.99,2.99,8.91,3.06,2.43,9.29,/scratch/abreha.b/diazirines
XQJQTSXSKRJHBX-FOCLMDBBSA-N,Fc1nnc(nn1)c1ccc(s1)/N=N/c1ccc(s1)c1nnc(nn1)F,http://molview.org/?q=Fc1nnc(nn1)c1ccc(s1)/N=N/c1ccc(s1)c1nnc(nn1)F,-6.69,-3.63,2.43,1.73,,,5.03,5.03,5.58,,,7.76,/scratch/abreha.b/photoswitch_flows/thiophene_trans
XQJQTSXSKRJHBX-NXVVXOECSA-N,Fc1nnc(nn1)c1ccc(s1)/N=N\c1ccc(s1)c1nnc(nn1)F,http://molview.org/?q=Fc1nnc(nn1)c1ccc(s1)/N=N\c1ccc(s1)c1nnc(nn1)F,-6.58,-3.55,2.32,1.51,,1.28,1.74,1.74,1.74,,0.23,7.6,/scratch/mileson.b/thiophene_cis
XQWCLWVPBGMXTB-UHFFFAOYSA-N,O=Cn1c(ccc1c1cc2c3cc(c4ccc(n4C=O)OC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(n1C=O)OC(F)(F)F)cc(c5ccc4)c1ccc(n1C=O)OC(F)(F)F)OC(F)(F)F,http://molview.org/?q=O=Cn1c(ccc1c1cc2c3cc(c4ccc(n4C=O)OC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(n1C=O)OC(F)(F)F)cc(c5ccc4)c1ccc(n1C=O)OC(F)(F)F)OC(F)(F)F,-5.72,-2.69,2.95,-4.13,-6.28,-4.43,9.11,9.11,,2.15,0.3,0.13,/scratch/abreha.b/dibenzoperylenes
XSAWUCPCOZXAAW-UHFFFAOYSA-N,Oc1cnc(s1)c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1ncc(s1)O)c1ncc(s1)O,http://molview.org/?q=Oc1cnc(s1)c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1ncc(s1)O)c1ncc(s1)O,-5.58,-2.52,2.46,-4.31,-6.54,,8.73,8.73,9.92,2.23,,6.17,/scratch/abreha.b/descriptor_project/subpc
XSMKDNAUZRLVCZ-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(n1C)S)c1ccc(n1C)S,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(n1C)S)c1ccc(n1C)S,-6.13,-3.1,2.24,0.94,-0.98,,3.45,3.45,23.87,1.92,,6.8,/scratch/adrion.d/workflow/anthracene
XSRMZVRMOIBEAO-ISLYRVAYSA-N,[O-][N+](=O)c1cnc(o1)c1ccc(s1)/N=N/c1ccc(s1)c1ncc(o1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1cnc(o1)c1ccc(s1)/N=N/c1ccc(s1)c1ncc(o1)[N+](=O)[O-],-6.64,-3.88,2.87,1.76,,,6.18,6.18,6.39,,,7.71,/scratch/abreha.b/photoswitch_flows/thiophene_trans
XTQJBHDJHRZCMB-FMQUCBEESA-N,Clc1coc(n1)c1ccc(o1)/N=N/c1ccc(o1)c1occ(n1)Cl,http://molview.org/?q=Clc1coc(n1)c1ccc(o1)/N=N/c1ccc(o1)c1occ(n1)Cl,-6.17,-3.25,2.86,,,,0.0,0.0,1.49,,0.76,7.04,/scratch/adrion.d/workflow/furan_trans
XUDDEHLBXFUORL-DQRAZIAOSA-N,[O-][N+](=O)c1cnc(nc1)c1ccc(s1)/N=N\c1ccc(s1)c1ncc(cn1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1cnc(nc1)c1ccc(s1)/N=N\c1ccc(s1)c1ncc(cn1)[N+](=O)[O-],-6.52,-3.71,2.28,1.41,,1.19,0.53,0.53,0.75,,0.22,7.43,/scratch/mileson.b/thiophene_cis
XUDDEHLBXFUORL-QURGRASLSA-N,[O-][N+](=O)c1cnc(nc1)c1ccc(s1)/N=N/c1ccc(s1)c1ncc(cn1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1cnc(nc1)c1ccc(s1)/N=N/c1ccc(s1)c1ncc(cn1)[N+](=O)[O-],-6.62,-3.85,2.9,1.64,,,0.0,0.0,0.0,,,7.59,/scratch/abreha.b/photoswitch_flows/thiophene_trans
XWCZLASPNZHQBK-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=CS1(=O)=O)C1=CC=CS1(=O)=O,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=CS1(=O)=O)C1=CC=CS1(=O)=O,-7.15,-3.5,1.83,2.25,,,6.87,6.87,13.25,,,8.16,/scratch/adrion.d/workflow/anthracene
XWINHINTUGRJJI-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ncc(o1)C)C#N)c1ncc(o1)C,http://molview.org/?q=N#Cc1c(cc(cc1c1ncc(o1)C)C#N)c1ncc(o1)C,-6.64,-3.01,3.19,-0.97,,-3.42,3.24,3.24,5.13,,2.45,7.97,/scratch/adrion.d/workflow/dicyanobenzene_2_5
XXCVOPWRUIIUPN-FMQUCBEESA-N,Cc1cnc(o1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(o1)C,http://molview.org/?q=Cc1cnc(o1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(o1)C,-5.89,-3.1,2.76,0.95,-1.13,0.19,3.47,3.47,4.32,2.08,0.76,6.58,/scratch/adrion.d/workflow/furan_trans
XXYGXHDDMBNMGU-UHFFFAOYSA-N,O=Cn1cccc1c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1cccn1C=O)c1cccn1C=O,http://molview.org/?q=O=Cn1cccc1c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1cccn1C=O)c1cccn1C=O,-5.64,-2.48,2.47,0.79,,-0.83,7.57,7.57,8.59,,1.62,6.53,/scratch/abreha.b/descriptor_project/subpc
XYCUIPWXRMKQIE-WCWDXBQESA-N,N#Cc1cc([nH]c1)c1ccc(s1)/N=N/c1ccc(s1)c1[nH]cc(c1)C#N,http://molview.org/?q=N#Cc1cc([nH]c1)c1ccc(s1)/N=N/c1ccc(s1)c1[nH]cc(c1)C#N,-5.77,-3.0,2.94,0.79,,0.01,7.87,7.87,8.63,,0.78,6.78,/scratch/abreha.b/photoswitch_flows/thiophene_trans
XYURNJUMVFIFBP-UHFFFAOYSA-N,Clc1nnc(nn1)[C@]1(Cl)N=N1,http://molview.org/?q=Clc1nnc(nn1)[C@]1(Cl)N=N1,-7.8,-3.74,2.43,2.78,0.67,1.33,0.35,0.35,0.53,2.11,1.45,9.24,/scratch/abreha.b/diazirines
XYYVLCZXNVOVEX-OCEACIFDSA-N,FC(OC1=CC=C(S1(=O)=O)c1ccc(s1)/N=N/c1ccc(s1)C1=CC=C(S1(=O)=O)OC(F)(F)F)(F)F,http://molview.org/?q=FC(OC1=CC=C(S1(=O)=O)c1ccc(s1)/N=N/c1ccc(s1)C1=CC=C(S1(=O)=O)OC(F)(F)F)(F)F,-6.22,-3.64,3.03,1.28,,0.77,0.7,0.7,0.02,,0.51,7.1,/scratch/abreha.b/photoswitch_flows/thiophene_trans
XYYZHXPUWJXTKW-UHFFFAOYSA-N,O=Cn1c(ccc1[C@@]1(N=N1)C(F)(F)F)C(F)(F)F,http://molview.org/?q=O=Cn1c(ccc1[C@@]1(N=N1)C(F)(F)F)C(F)(F)F,-7.74,-2.69,3.74,2.63,-0.93,-0.05,4.59,4.59,9.23,3.56,2.68,9.12,/scratch/abreha.b/diazirines
XZCUIVOSLABRFP-KQQUZDAGSA-N,FC(/C=C/c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=C/C(F)(F)F)(F)F,http://molview.org/?q=FC(/C=C/c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)/C=C/C(F)(F)F)(F)F,-7.44,-3.29,2.72,2.54,-0.4,0.31,2.23,2.23,5.37,2.94,2.23,8.68,/scratch/adrion.d/workflow/anthracene
XZUJYXLHLMOXGB-UHFFFAOYSA-N,O/N=C/[C@]1(O)N=N1,http://molview.org/?q=O/N=C/[C@]1(O)N=N1,-7.39,-2.46,3.28,2.44,-0.43,0.19,3.89,3.89,6.72,2.87,2.25,9.02,/scratch/abreha.b/diazirines
