inchiKey,smiles,MolView_url,homo,lumo,verticalExcitationEnergy,redoxPotentialS0,redoxPotentialS1,redoxPotentialT1,dipoleMomentS0,dipoleMomentS1,dipoleMomentT1,zero0s1,zero0t1,ionizationPotential,source_directory
LGKYRROZSBDGQK-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ccccc1)C#N)c1ccccc1,http://molview.org/?q=N#Cc1c(cc(cc1c1ccccc1)C#N)c1ccccc1,-6.95,-2.79,4.03,-0.79,,-3.34,0.79,0.79,2.58,,2.55,8.5,/scratch/adrion.d/workflow/dicyanobenzene_2_5
LGLUSYSGRUGXPD-UHFFFAOYSA-N,S/C=C\c1cc2c3cc(/C=C\S)c4c5c3c(c3c2c2c1cccc2c(c3)/C=C/S)cc(c5ccc4)/C=C\S,http://molview.org/?q=S/C=C\c1cc2c3cc(/C=C\S)c4c5c3c(c3c2c2c1cccc2c(c3)/C=C/S)cc(c5ccc4)/C=C\S,-5.31,-2.54,2.98,0.48,-1.42,-0.65,2.35,2.35,2.24,1.9,1.13,0.09,/scratch/abreha.b/dibenzoperylenes
LGNYRUIHYGIHHX-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(o1)C)c1ccc(o1)C,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(o1)C)c1ccc(o1)C,-6.16,-3.09,1.99,1.49,-0.84,,2.52,2.52,7.19,2.33,,7.05,/scratch/adrion.d/workflow/anthracene
LHLDXVGFRLTTFU-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ccc(o1)O)C#N)c1ccc(o1)O,http://molview.org/?q=N#Cc1c(cc(cc1c1ccc(o1)O)C#N)c1ccc(o1)O,-5.98,-2.68,2.85,-1.3,,,3.34,3.34,7.48,,,7.31,/scratch/adrion.d/workflow/dicyanobenzene_2_5
LIERIBVTPNMSIM-FMQUCBEESA-N,Sc1ccc([nH]1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc([nH]1)S,http://molview.org/?q=Sc1ccc([nH]1)c1ccc(o1)/N=N/c1ccc(o1)c1ccc([nH]1)S,-5.41,-2.74,2.66,,,,3.3,3.3,3.59,1.99,0.76,,/scratch/adrion.d/workflow/furan_trans
LIMLKRDWJARBMT-FMQUCBEESA-N,[O-][N+](=O)c1cc([nH]c1)c1ccc(s1)/N=N/c1ccc(s1)c1[nH]cc(c1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1cc([nH]c1)c1ccc(s1)/N=N/c1ccc(s1)c1[nH]cc(c1)[N+](=O)[O-],-5.87,-3.11,3.01,0.9,,0.11,2.76,2.76,0.07,,0.79,6.9,/scratch/abreha.b/photoswitch_flows/thiophene_trans
LIMLKRDWJARBMT-VXPUYCOJSA-N,[O-][N+](=O)c1cc([nH]c1)c1ccc(s1)/N=N\c1ccc(s1)c1[nH]cc(c1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1cc([nH]c1)c1ccc(s1)/N=N\c1ccc(s1)c1[nH]cc(c1)[N+](=O)[O-],-5.91,-3.07,2.39,0.84,,0.65,12.21,12.21,7.98,,0.19,6.9,/scratch/mileson.b/thiophene_cis
LJDXSTNIBCAULL-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(n1C)F)c1ccc(n1C)F,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(n1C)F)c1ccc(n1C)F,-6.08,-3.07,2.12,1.22,-1.06,-0.59,1.68,1.68,6.88,2.28,1.81,7.03,/scratch/adrion.d/workflow/anthracene
LJHIBWKDCMRMBO-VEXXTHBSSA-N,Cl/N=C\c1ccc(cc1)/N=N/c1ccc(cc1)/C=N/Cl,http://molview.org/?q=Cl/N=C\c1ccc(cc1)/N=N/c1ccc(cc1)/C=N/Cl,-6.94,-3.17,2.73,1.86,,0.81,5.18,5.18,4.81,,1.05,7.83,/scratch/adrion.d/workflow/benzene_trans
LJKAVFXEKIPINN-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc([nH]1)[N+](=O)[O-])c1ccc([nH]1)[N+](=O)[O-],http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc([nH]1)[N+](=O)[O-])c1ccc([nH]1)[N+](=O)[O-],-6.9,-3.43,2.3,2.03,,,7.04,7.04,4.93,,,8.04,/scratch/adrion.d/workflow/anthracene
LKFUOFQKJFSURI-UHFFFAOYSA-N,Oc1ncc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1cnc([nH]1)O,http://molview.org/?q=Oc1ncc([nH]1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1cnc([nH]1)O,-5.26,-2.43,1.49,0.49,-1.48,-0.69,5.16,5.16,4.3,1.97,1.18,6.0,/scratch/abreha.b/dibenzoperylenes_2sub
LKZLJDDIGGYRGC-LBPZLPHVSA-N,O/C=C/c1ccc(s1)/N=N\c1ccc(s1)/C=C/O,http://molview.org/?q=O/C=C/c1ccc(s1)/N=N\c1ccc(s1)/C=C/O,-5.65,-2.81,2.43,0.58,,0.41,7.61,7.61,6.48,,0.17,6.45,/scratch/mileson.b/thiophene_cis
LLSGTKNVFKTJJX-FOCLMDBBSA-N,CC#Cc1ccc(s1)/N=N/c1ccc(s1)C#CC,http://molview.org/?q=CC#Cc1ccc(s1)/N=N/c1ccc(s1)C#CC,-5.98,-2.99,2.87,1.08,,0.25,0.0,0.0,0.01,,0.83,6.68,/scratch/abreha.b/photoswitch_flows/thiophene_trans
LLSGTKNVFKTJJX-NXVVXOECSA-N,CC#Cc1ccc(s1)/N=N\c1ccc(s1)C#CC,http://molview.org/?q=CC#Cc1ccc(s1)/N=N\c1ccc(s1)C#CC,-5.97,-2.97,1.46,0.84,,0.64,6.85,6.85,5.88,,0.2,6.61,/scratch/mileson.b/thiophene_cis
LMGDRJOINLBYCG-UHFFFAOYSA-N,SC1=CC=C(C1)c1cc2c3cc(C4=CC=C(C4)S)c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(C1)S)cc(c5ccc4)C1=CC=C(C1)S,http://molview.org/?q=SC1=CC=C(C1)c1cc2c3cc(C4=CC=C(C4)S)c4c5c3c(c3c2c2c1cccc2c(c3)C1=CC=C(C1)S)cc(c5ccc4)C1=CC=C(C1)S,-5.1,-2.41,2.99,-4.24,-6.02,-5.32,2.69,2.69,3.0,1.78,1.08,0.12,/scratch/abreha.b/dibenzoperylenes
LNABAYXQLRGOHY-UHFFFAOYSA-N,[O-][N+](=O)c1cnc(o1)[C@@]1(N=N1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1cnc(o1)[C@@]1(N=N1)[N+](=O)[O-],-8.61,-3.57,3.87,3.51,-0.29,1.06,4.57,4.57,7.62,3.8,2.45,10.25,/scratch/abreha.b/diazirines
LNIQMXOMSHCWDZ-UHFFFAOYSA-N,Cc1c[nH]c(c1)c1cc2c3cc(c4[nH]cc(c4)C)c4c5c3c(c3c2c2c1cccc2c(c3)c1[nH]cc(c1)C)cc(c5ccc4)c1[nH]cc(c1)C,http://molview.org/?q=Cc1c[nH]c(c1)c1cc2c3cc(c4[nH]cc(c4)C)c4c5c3c(c3c2c2c1cccc2c(c3)c1[nH]cc(c1)C)cc(c5ccc4)c1[nH]cc(c1)C,-5.06,-2.12,2.83,,,,2.13,,2.57,1.88,1.12,0.06,/scratch/abreha.b/dibenzoperylenes
LNXJJQIACHHUTR-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1cnc([nH]1)O)C#N)c1cnc([nH]1)O,http://molview.org/?q=N#Cc1c(cc(cc1c1cnc([nH]1)O)C#N)c1cnc([nH]1)O,-6.17,-2.8,2.92,-1.12,,-3.06,2.15,2.15,6.07,,1.94,7.58,/scratch/adrion.d/workflow/dicyanobenzene_2_5
LNZNQCYWFFPEFA-UHFFFAOYSA-N,Oc1nnc(nn1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1nnc(nn1)O,http://molview.org/?q=Oc1nnc(nn1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1nnc(nn1)O,-5.64,-3.18,1.47,0.83,-0.62,-0.56,4.08,4.08,3.83,1.45,1.39,6.52,/scratch/abreha.b/dibenzoperylenes_2sub
LOROPOOJTNUHGV-UHFFFAOYSA-N,FC(C1=CC=C(C1)[C@@]1(N=N1)C(F)(F)F)(F)F,http://molview.org/?q=FC(C1=CC=C(C1)[C@@]1(N=N1)C(F)(F)F)(F)F,-7.04,-2.74,3.58,2.15,-0.66,0.06,1.23,1.23,1.55,2.81,2.09,8.7,/scratch/abreha.b/diazirines
LOTWJJIVZSYLMF-UHFFFAOYSA-N,O=Cn1c(ccc1c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(n1C=O)OC(F)(F)F)OC(F)(F)F,http://molview.org/?q=O=Cn1c(ccc1c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ccc(n1C=O)OC(F)(F)F)OC(F)(F)F,-5.52,-2.53,1.5,0.71,,-0.53,4.31,4.31,3.94,,1.24,6.4,/scratch/abreha.b/dibenzoperylenes_2sub
LOUVUCYKERATQU-ISLYRVAYSA-N,[O-][N+](=O)c1cnc(o1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(o1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1cnc(o1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(o1)[N+](=O)[O-],-6.61,-3.84,2.82,1.64,,,6.15,6.15,6.48,,,7.7,/scratch/adrion.d/workflow/furan_trans
LPQREVIDFFXXMT-UHFFFAOYSA-N,FC(O/N=C\c1cc2c3cc(/C=N\OC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)/C=N/OC(F)(F)F)cc(c5ccc4)/C=N/OC(F)(F)F)(F)F,http://molview.org/?q=FC(O/N=C\c1cc2c3cc(/C=N\OC(F)(F)F)c4c5c3c(c3c2c2c1cccc2c(c3)/C=N/OC(F)(F)F)cc(c5ccc4)/C=N/OC(F)(F)F)(F)F,-5.97,-3.24,2.92,1.07,-0.84,0.82,0.45,0.45,0.15,1.91,0.25,7.07,/scratch/abreha.b/dibenzoperylenes
LPVGTYMDLCCNLF-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=C(C1)Cl)C1=CC=C(C1)Cl,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)C1=CC=C(C1)Cl)C1=CC=C(C1)Cl,-6.13,-3.08,1.89,1.43,-0.9,-0.37,1.07,1.07,5.3,2.33,1.8,7.12,/scratch/adrion.d/workflow/anthracene
LQHVHEQDIYMJOC-UHFFFAOYSA-N,FC(OC1=CC=C(C1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C1=CC=C(C1)OC(F)(F)F)(F)F,http://molview.org/?q=FC(OC1=CC=C(C1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)C1=CC=C(C1)OC(F)(F)F)(F)F,-6.17,-3.07,1.89,1.29,-1.08,-0.27,1.25,1.25,12.27,2.37,1.56,7.15,/scratch/adrion.d/workflow/anthracene
LQTMNSVHKIWBKI-FMQUCBEESA-N,FC#Cc1ccc(cc1)/N=N/c1ccc(cc1)C#CF,http://molview.org/?q=FC#Cc1ccc(cc1)/N=N/c1ccc(cc1)C#CF,-6.61,-2.82,2.73,1.76,,,0.0,0.0,0.0,,,7.55,/scratch/adrion.d/workflow/benzene_trans
LQZVRCPPXOYJGM-UHFFFAOYSA-N,N#Cc1coc(n1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1occ(n1)C#N,http://molview.org/?q=N#Cc1coc(n1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1occ(n1)C#N,-5.66,-2.85,1.47,0.86,,,11.94,11.94,11.71,,,6.71,/scratch/abreha.b/dibenzoperylenes_2sub
LRCYLGIWVXGASU-LAOZNNPOSA-N,S/C=C/c1ccc(o1)/N=N/c1ccc(o1)/C=C/S,http://molview.org/?q=S/C=C/c1ccc(o1)/N=N/c1ccc(o1)/C=C/S,-5.45,-2.86,2.66,0.56,-1.34,,3.16,3.16,2.01,1.9,,6.31,/scratch/adrion.d/workflow/furan_trans
LRMXRIUTNICYLD-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1scc(n1)[N+](=O)[O-])c1scc(n1)[N+](=O)[O-],http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1scc(n1)[N+](=O)[O-])c1scc(n1)[N+](=O)[O-],-7.39,-3.44,2.66,,,,7.86,7.86,6.52,3.08,,8.59,/scratch/adrion.d/workflow/anthracene
LRXSTEJXXVQXGW-FMQUCBEESA-N,Cc1nnc(nn1)c1ccc(s1)/N=N/c1ccc(s1)c1nnc(nn1)C,http://molview.org/?q=Cc1nnc(nn1)c1ccc(s1)/N=N/c1ccc(s1)c1nnc(nn1)C,-6.56,-3.52,2.37,1.64,,0.74,0.25,0.25,0.26,,0.9,7.37,/scratch/abreha.b/photoswitch_flows/thiophene_trans
LRXSTEJXXVQXGW-VXPUYCOJSA-N,Cc1nnc(nn1)c1ccc(s1)/N=N\c1ccc(s1)c1nnc(nn1)C,http://molview.org/?q=Cc1nnc(nn1)c1ccc(s1)/N=N\c1ccc(s1)c1nnc(nn1)C,-6.46,-3.37,2.28,1.39,,,5.05,5.05,4.03,,,7.22,/scratch/mileson.b/thiophene_cis
LRZILZJRJGAUPB-BYYHNAKLSA-N,FC(Oc1ccc(n1C)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(n1C)OC(F)(F)F)(F)F,http://molview.org/?q=FC(Oc1ccc(n1C)c1ccc(o1)/N=N/c1ccc(o1)c1ccc(n1C)OC(F)(F)F)(F)F,-5.37,-2.69,2.65,,,,0.0,0.0,0.0,2.01,0.77,,/scratch/adrion.d/workflow/furan_trans
LSHSUWHQNOAEOV-UHFFFAOYSA-N,Sc1cnc(o1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(o1)S,http://molview.org/?q=Sc1cnc(o1)c1ccc2c3c1ccc1c3c(cc2)c2c3c1ccc1c3c(cc2)ccc1c1ncc(o1)S,-5.53,-2.78,1.47,0.61,,-0.53,4.09,4.09,4.15,,1.14,6.26,/scratch/abreha.b/dibenzoperylenes_2sub
LTCXPFKODGCDGQ-QPLCGJKRSA-N,N#Cc1cnc(s1)c1ccc(cc1)/N=N\c1ccc(cc1)c1ncc(s1)C#N,http://molview.org/?q=N#Cc1cnc(s1)c1ccc(cc1)/N=N\c1ccc(cc1)c1ncc(s1)C#N,-6.59,-2.96,2.64,1.58,,1.05,5.21,5.21,3.64,,0.53,7.54,/scratch/abreha.b/photoswitch_flows/benzene_cis
LTGBCBOVAXQHGE-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ccc(cn1)Cl)C#N)c1ccc(cn1)Cl,http://molview.org/?q=N#Cc1c(cc(cc1c1ccc(cn1)Cl)C#N)c1ccc(cn1)Cl,-7.04,-3.07,3.79,-0.85,,-3.57,5.86,5.86,7.38,,2.72,8.44,/scratch/adrion.d/workflow/dicyanobenzene_2_5
LUJYELRRACAMSH-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ncc(s1)[N+](=O)[O-])C#N)c1ncc(s1)[N+](=O)[O-],http://molview.org/?q=N#Cc1c(cc(cc1c1ncc(s1)[N+](=O)[O-])C#N)c1ncc(s1)[N+](=O)[O-],-7.5,-3.93,3.82,-0.05,,-2.45,5.35,5.35,7.62,,2.4,9.17,/scratch/adrion.d/workflow/dicyanobenzene_2_5
LULOYZUKPFDTHJ-ZZDPWUPLSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)/C=N/[N+](=O)[O-])/C=N\[N+](=O)[O-],http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)/C=N/[N+](=O)[O-])/C=N\[N+](=O)[O-],-8.19,-3.74,2.76,,,,12.79,12.79,12.09,3.04,2.72,9.46,/scratch/adrion.d/workflow/anthracene
LUYGXORZJGFQST-UHFFFAOYSA-N,N#Cc1c(cc(cc1C1=CC=C(C1)F)C#N)C1=CC=C(C1)F,http://molview.org/?q=N#Cc1c(cc(cc1C1=CC=C(C1)F)C#N)C1=CC=C(C1)F,-6.09,-2.78,3.09,-1.08,,-3.12,2.0,2.0,3.65,,2.04,7.57,/scratch/adrion.d/workflow/dicyanobenzene_2_5
LVNCAERRYABXGT-UHFFFAOYSA-N,N#Cc1ccc(cc1)c1cc2c3cc(c4ccc(cc4)C#N)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(cc1)C#N)cc(c5ccc4)c1ccc(cc1)C#N,http://molview.org/?q=N#Cc1ccc(cc1)c1cc2c3cc(c4ccc(cc4)C#N)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(cc1)C#N)cc(c5ccc4)c1ccc(cc1)C#N,-5.58,-2.68,3.04,1.82,-0.22,,0.0,0.0,0.0,2.04,,6.75,/scratch/abreha.b/dibenzoperylenes
LWCHTJNOKPDXMQ-UHFFFAOYSA-N,O=Cn1c(O)ccc1c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1ccc(n1C=O)O)c1ccc(n1C=O)O,http://molview.org/?q=O=Cn1c(O)ccc1c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1ccc(n1C=O)O)c1ccc(n1C=O)O,-5.52,-2.44,2.46,0.69,,-0.9,4.96,4.96,5.79,,1.59,6.33,/scratch/abreha.b/descriptor_project/subpc
LWDNLAHSCSZLCY-DQRAZIAOSA-N,[O-][N+](=O)c1ccc(cc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cc1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1ccc(cc1)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(cc1)[N+](=O)[O-],-6.19,-3.42,2.43,1.13,,0.94,0.2,0.2,0.18,,0.19,7.17,/scratch/mileson.b/thiophene_cis
LWDNLAHSCSZLCY-QURGRASLSA-N,[O-][N+](=O)c1ccc(cc1)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(cc1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1ccc(cc1)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(cc1)[N+](=O)[O-],-6.24,-3.46,2.88,1.2,,0.37,0.0,0.0,0.01,,0.83,7.26,/scratch/abreha.b/photoswitch_flows/thiophene_trans
LWLTZXORGGBWQG-UHFFFAOYSA-N,N#Cc1ncc([nH]1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1cnc([nH]1)C#N,http://molview.org/?q=N#Cc1ncc([nH]1)c1ccc2c(c1)C(=O)c1c(C2=O)ccc(c1)c1cnc([nH]1)C#N,-6.93,-3.31,2.45,,,,7.3,7.3,3.33,2.56,,8.17,/scratch/adrion.d/workflow/anthracene
LXCBRKYRLYBDBC-QURGRASLSA-N,[O-][N+](=O)c1cnc(nc1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(cn1)[N+](=O)[O-],http://molview.org/?q=[O-][N+](=O)c1cnc(nc1)c1ccc(o1)/N=N/c1ccc(o1)c1ncc(cn1)[N+](=O)[O-],-6.58,-3.84,2.81,1.7,,0.95,0.0,0.0,4.22,,0.75,7.59,/scratch/adrion.d/workflow/furan_trans
LXHXWLVOOIBPLU-UHFFFAOYSA-N,Cc1ccc(cc1)[C@]1(C)N=N1,http://molview.org/?q=Cc1ccc(cc1)[C@]1(C)N=N1,-6.69,-2.03,3.36,1.7,,,3.13,3.13,7.68,,,7.97,/scratch/abreha.b/diazirines
LXMPZJIPAPJLED-UHFFFAOYSA-N,N#C/C=C\[C@]1(C#N)N=N1,http://molview.org/?q=N#C/C=C\[C@]1(C#N)N=N1,-8.07,-3.13,3.45,3.17,-0.09,0.68,3.69,3.69,1.51,3.26,2.49,9.97,/scratch/abreha.b/diazirines
LXUTTXHFJXDTFF-UHFFFAOYSA-N,Oc1ccc(nc1)c1cc2c3cc(c4ccc(cn4)O)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(cn1)O)cc(c5ccc4)c1ccc(cn1)O,http://molview.org/?q=Oc1ccc(nc1)c1cc2c3cc(c4ccc(cn4)O)c4c5c3c(c3c2c2c1cccc2c(c3)c1ccc(cn1)O)cc(c5ccc4)c1ccc(cn1)O,-5.37,-2.49,2.95,0.59,,,3.65,3.65,3.63,,,5.79,/scratch/abreha.b/dibenzoperylenes
LXVWZPZIYGADII-WCWDXBQESA-N,Clc1csc(n1)c1ccc(cc1)/N=N/c1ccc(cc1)c1scc(n1)Cl,http://molview.org/?q=Clc1csc(n1)c1ccc(cc1)/N=N/c1ccc(cc1)c1scc(n1)Cl,-6.48,-3.06,2.8,1.57,,,0.02,0.02,4.65,,,7.34,/scratch/adrion.d/workflow/benzene_trans
LYEJJKJLIZYIKJ-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(cc1)[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-],http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(cc1)[N+](=O)[O-])c1ccc(cc1)[N+](=O)[O-],-7.39,-3.36,2.71,,,,6.51,6.51,4.41,2.88,2.51,8.56,/scratch/adrion.d/workflow/anthracene
LYSQFTJYHHSMNU-FMQUCBEESA-N,Cn1cccc1c1ccc(s1)/N=N/c1ccc(s1)c1cccn1C,http://molview.org/?q=Cn1cccc1c1ccc(s1)/N=N/c1ccc(s1)c1cccn1C,-5.45,-2.81,2.95,0.53,,,2.11,2.11,0.53,,,6.06,/scratch/abreha.b/photoswitch_flows/thiophene_trans
LYSQFTJYHHSMNU-VXPUYCOJSA-N,Cn1cccc1c1ccc(s1)/N=N\c1ccc(s1)c1cccn1C,http://molview.org/?q=Cn1cccc1c1ccc(s1)/N=N\c1ccc(s1)c1cccn1C,-5.62,-2.67,2.68,0.46,,0.3,10.89,10.89,4.09,,0.16,6.1,/scratch/mileson.b/thiophene_cis
LYZUWPBJNDWQPW-UHFFFAOYSA-N,FC(c1ccc([nH]1)[C@@]1(N=N1)C(F)(F)F)(F)F,http://molview.org/?q=FC(c1ccc([nH]1)[C@@]1(N=N1)C(F)(F)F)(F)F,-7.05,-2.74,3.62,2.15,-0.68,-0.09,1.09,1.09,7.36,2.83,2.24,8.67,/scratch/abreha.b/diazirines
LZCQUYIDGVQHLI-UHFFFAOYSA-N,Fc1csc(n1)c1cc2c3cc(c4scc(n4)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1scc(n1)F)cc(c5ccc4)c1scc(n1)F,http://molview.org/?q=Fc1csc(n1)c1cc2c3cc(c4scc(n4)F)c4c5c3c(c3c2c2c1cccc2c(c3)c1scc(n1)F)cc(c5ccc4)c1scc(n1)F,-5.7,-2.97,3.01,0.87,-1.0,-0.24,10.76,10.76,9.36,1.87,1.11,6.53,/scratch/abreha.b/dibenzoperylenes
LZEVDWXRYWHNLQ-UHFFFAOYSA-N,N#Cc1cnc(s1)c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1ncc(s1)C#N)c1ncc(s1)C#N,http://molview.org/?q=N#Cc1cnc(s1)c1ccc2-c3[n+]4c(-c2c1)cc1c2ccc(cc2c2n1[B@@-]4(Cl)n1c(c3)c3cc(ccc3c1c2)c1ncc(s1)C#N)c1ncc(s1)C#N,-5.81,-2.87,2.44,,,,1.64,1.64,5.07,2.14,1.57,,/scratch/abreha.b/descriptor_project/subpc
LZNQPVQUYBQTGK-UHFFFAOYSA-N,c1csc(n1)c1cc2c3cc(c4nccs4)c4c5c3c(c3c2c2c1cccc2c(c3)c1nccs1)cc(c5ccc4)c1nccs1,http://molview.org/?q=c1csc(n1)c1cc2c3cc(c4nccs4)c4c5c3c(c3c2c2c1cccc2c(c3)c1nccs1)cc(c5ccc4)c1nccs1,-5.59,-2.81,3.02,0.79,-1.3,,0.0,0.0,0.0,2.09,,6.22,/scratch/abreha.b/dibenzoperylenes
LZPRUGBFNLSXDE-DQRAZIAOSA-N,Cc1ccc(n1C)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(n1C)C,http://molview.org/?q=Cc1ccc(n1C)c1ccc(s1)/N=N\c1ccc(s1)c1ccc(n1C)C,-5.46,-2.58,2.62,0.27,,0.13,12.63,12.63,3.56,,0.14,5.87,/scratch/mileson.b/thiophene_cis
LZPRUGBFNLSXDE-QURGRASLSA-N,Cc1ccc(n1C)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(n1C)C,http://molview.org/?q=Cc1ccc(n1C)c1ccc(s1)/N=N/c1ccc(s1)c1ccc(n1C)C,-5.29,-2.76,2.87,0.33,,-0.39,0.0,0.0,0.01,,0.72,5.85,/scratch/abreha.b/photoswitch_flows/thiophene_trans
LZUPKVCTPBDBIQ-KQQUZDAGSA-N,O=C1c2cc(/C=C/[N+](=O)[O-])ccc2C(=O)c2c1cc(/C=C/[N+](=O)[O-])cc2,http://molview.org/?q=O=C1c2cc(/C=C/[N+](=O)[O-])ccc2C(=O)c2c1cc(/C=C/[N+](=O)[O-])cc2,-7.69,-3.57,2.81,2.74,-0.32,,4.53,4.53,,3.06,,8.84,/scratch/adrion.d/workflow/anthracene
MAAZYGIFEFYIMR-BUHFOSPRSA-N,C#Cc1ccc(s1)/N=N/c1ccc(s1)C#C,http://molview.org/?q=C#Cc1ccc(s1)/N=N/c1ccc(s1)C#C,-6.26,-3.18,3.08,1.26,,0.39,0.0,0.0,0.0,,0.87,7.14,/scratch/abreha.b/photoswitch_flows/thiophene_trans
MAAZYGIFEFYIMR-YPKPFQOOSA-N,C#Cc1ccc(s1)/N=N\c1ccc(s1)C#C,http://molview.org/?q=C#Cc1ccc(s1)/N=N\c1ccc(s1)C#C,-6.19,-3.08,1.47,1.13,,,5.2,5.2,4.46,,,7.03,/scratch/mileson.b/thiophene_cis
MADZQJGHYNYNKP-UHFFFAOYSA-N,N#Cc1c(cc(cc1c1ncc(cn1)OC(F)(F)F)C#N)c1ncc(cn1)OC(F)(F)F,http://molview.org/?q=N#Cc1c(cc(cc1c1ncc(cn1)OC(F)(F)F)C#N)c1ncc(cn1)OC(F)(F)F,-7.87,-2.84,3.98,2.76,,0.22,1.74,1.74,4.58,,2.54,8.82,/scratch/adrion.d/workflow/dicyanobenzene_2_5
MAFPWILHIKMBTE-UHFFFAOYSA-N,O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(o1)O)c1ccc(o1)O,http://molview.org/?q=O=C1c2cc(ccc2C(=O)c2c1cc(cc2)c1ccc(o1)O)c1ccc(o1)O,-5.95,-3.04,1.84,1.15,-1.06,-0.58,1.61,1.61,6.11,2.21,1.73,6.94,/scratch/adrion.d/workflow/anthracene
